name,phone,URL,address,newAddress,_GC_TYPE,_CLEANADDR,_X,_Y
한국인지발달연구소 플로어타임 및 심리상담센터,0507-1357-1312,http://kcog.modoo.at,경기 성남시 수정구 위례광장로 41 지엠프라자 304호,경기도 성남시 수정구 위례광장로 41 지엠프라자 304호,정,경기도 성남시 수정구 위례광장로 41 (창곡동),127.14019056317491,37.46796180449142
단단심리상담센터,0507-1381-8472,https://iminddandan.modoo.at,경기 고양시 덕양구 삼송로 222 삼송역 현대헤리엇 상가 101동 3층 307호,경기도 고양시 덕양구 삼송로 222 삼송역 현대헤리엇 상가 101동 3층 307호,정,경기도 고양시 덕양구 삼송로 222 (삼송동),126.8990462804458,37.652933178654706
지금마음 심리상담센터,0507-1352-4788,https://www.instagram.com/nowmind_,경기 수원시 장안구 장안로359번길 19 힐스테이트프라자 106호,경기도 수원시 장안구 장안로359번길 19 힐스테이트프라자 106호,정,경기도 수원시 장안구 장안로359번길 19 (정자동),126.98547804452568,37.312039884394316
아이알다 언어심리상담센터,0507-1476-1240,https://ialda.modoo.at,경기 하남시 미사강변동로84번길 39 에코타워 304호,경기도 하남시 미사강변동로84번길 39 에코타워 304호,정,경기도 하남시 미사강변동로84번길 39 (망월동),127.19533086126704,37.56336018050805
늘품상담사회적협동조합 늘품심리상담센터,031-241-1595,http://www.npcc.kr,경기 수원시 팔달구 고등로 8 수원고등 LH2단지 201동 1층,경기도 수원시 팔달구 고등로 8 수원고등 LH2단지 201동 1층,정,"경기도 수원시 팔달구 고등로 8, 201동 (고등동)",126.9987325745509,37.272540985650174
마음과마음 심리상담센터,0507-1351-2355,https://mmtwo.modoo.at,경기 수원시 영통구 반달로7번길 6 센타프라자,경기도 수원시 영통구 반달로7번길 6 센타프라자,정,경기도 수원시 영통구 반달로7번길 6 (영통동),127.07400716863545,37.25228970262877
온심리상담센터,031-8035-7023,https://blog.naver.com/onsangdam79,경기 파주시 경의로 1204 312호,경기도 파주시 경의로 1204 312호,정,경기도 파주시 경의로 1204 (와동동),126.76151980114321,37.725045185746296
심리상담센터빚음,0507-1359-4514,http://www.bizeum.co.kr,경기 파주시 탄현면 헤이리마을길 18-64 2층 심리상담센터 빚음,경기도 파주시 탄현면 헤이리마을길 18-64 2층 심리상담센터 빚음,정,경기도 파주시 헤이리마을길 18-64 (탄현면),126.69444044830422,37.78780070403455
박경호가족심리상담센터,031-419-8640,http://parkspeech.com,경기 안산시 상록구 용신로 393 504호,경기도 안산시 상록구 용신로 393 504호,정,경기도 안산시 상록구 용신로 393 (본오동),126.86591569817249,37.30188571807865
늘헤아림심리상담센터,0507-1360-3779,http://www.nlhearim.kr/,경기 안성시 공도읍 진건중길 43 1층 104호,경기도 안성시 공도읍 진건중길 43 1층 104호,정,경기도 안성시 진건중길 43 (공도읍),127.14149463539081,36.99164911635631
지음심리상담센터,0507-1405-1287,https://blog.naver.com/jieum53,경기 화성시 남양읍 홍난파길79번길 92 지음심리상담센터,경기도 화성시 남양읍 홍난파길79번길 92 지음심리상담센터,정,경기도 화성시 홍난파길79번길 92 (남양읍),126.84220801405652,37.18749156534941
해아심리상담센터,02-3159-0123,https://blog.naver.com/haea2023,경기 고양시 덕양구 꽃내음2길 54 1층,경기도 고양시 덕양구 꽃내음2길 54 1층,정,경기도 고양시 덕양구 꽃내음2길 54 (향동동),126.89209885991878,37.60279201158137
온앤온 심리상담센터,031-937-8485,https://blog.naver.com/onandon_counseling,경기 파주시 경의로1240번길 14-31 월드플러스 710호,경기도 파주시 경의로1240번길 14-31 월드플러스 710호,정,경기도 파주시 경의로1240번길 14-31 (와동동),126.76203691052277,37.72650371725862
다인언어심리상담센터 김포운양점,0507-1461-7273,https://daolincenter.modoo.at/,"경기 김포시 전원로 1 4층, 403호","경기도 김포시 전원로 1 4층, 403호",정,경기도 김포시 전원로 1 (운양동),126.68044568091601,37.64495464034127
브레인통합심리상담센터 동탄점,031-8015-1950,http://brain-totalhealth.co.kr,경기 화성시 동탄반송길 20 301호,경기도 화성시 동탄반송길 20 301호,정,경기도 화성시 동탄반송길 20 (반송동),127.06425604444647,37.20979627696288
심리상담센터 봄,031-722-6150,https://blog.naver.com/bomcare018,경기 성남시 중원구 산성대로 574 3층,경기도 성남시 중원구 산성대로 574 3층,정,경기도 성남시 중원구 산성대로 574 (은행동),127.16761883623009,37.46104574229414
맑은맘심리상담센터,0507-1433-1388,http://www.clearmind.co.kr/,"경기 용인시 수지구 진산로 106 훼미리빌딩 508, 509호","경기도 용인시 수지구 진산로 106 훼미리빌딩 508, 509호",정,경기도 용인시 수지구 진산로 106 (풍덕천동),127.09808311644348,37.32015323348184
민정원 심리상담센터,010-9039-6833,,경기 군포시 산본천로 56 1312호,경기도 군포시 산본천로 56 1312호,정,경기도 군포시 산본천로 56 (산본동),126.92999563562151,37.360398435929305
야호야 아동청소년심리상담센터,010-7512-7314,http://yahoyah.co.kr,경기 고양시 덕양구 화정로 53-1 704호,경기도 고양시 덕양구 화정로 53-1 704호,정,경기도 고양시 덕양구 화정로 53-1 (화정동),126.8323907793171,37.635466274712705
마음숲 심리상담센터,0507-1407-4309,https://www.youtube.com/channel/UCrf0Lcyl8KdJmNIkjp1vsLw,강원 원주시 만대로 175 2층 203호,강원도 원주시 만대로 175 2층 203호,정,강원특별자치도 원주시 만대로 175 (무실동),127.92361282387881,37.333324268279654
마음성장 심리 상담센터,031-859-4992,http://www.instagram.com/youn_soo_6025,경기 양주시 고덕로139번길 54-6 마음성장심리상담센터,경기도 양주시 고덕로139번길 54-6 마음성장심리상담센터,정,경기도 양주시 고덕로139번길 54-6 (덕계동),127.06116112076847,37.809407438202115
마음더하기심리상담센터,0507-1411-2179,http://www.maumplus.com/,경기 남양주시 와부읍 덕소로 73 세양아르비채리버 3층 310호,경기도 남양주시 와부읍 덕소로 73 세양아르비채리버 3층 310호,정,경기도 남양주시 덕소로 73 (와부읍),127.21149004122064,37.587326386171895
등대심리상담센터,031-935-6466,https://deungdaesangdam.modoo.at/?link=4sjegb8g,경기 파주시 경의로 1092 8층 812호,경기도 파주시 경의로 1092 8층 812호,정,경기도 파주시 경의로 1092 (야당동),126.76010141852056,37.7149074988269
위드유심리상담센터,0507-1320-2504,,강원 강릉시 율곡초교길 27 201호,강원도 강릉시 율곡초교길 27 201호,정,강원특별자치도 강릉시 율곡초교길 27 (교동),128.8790126656098,37.766722141236265
마음솔심리상담센터,0507-1320-8743,https://mindssol.modoo.at,강원 강릉시 운정길11번길 80-9 보금채 가동 203호,강원도 강릉시 운정길11번길 80-9 보금채 가동 203호,정,강원특별자치도 강릉시 운정길11번길 80-9 (난곡동),128.8735348799848,37.78751440103479
"봄,심리상담센터",010-6220-1850,https://www.bom-counseling.com/home,경기 수원시 영통구 영통로 498 145동 101호,경기도 수원시 영통구 영통로 498 145동 101호,정,"경기도 수원시 영통구 영통로 498, 145동 (영통동)",127.07976155445085,37.26254025011973
누리봄심리상담센터,031-656-5213,,경기 평택시 서동대로 3879 제이플러스빌딩 4층 401A호,경기도 평택시 서동대로 3879 제이플러스빌딩 4층 401A호,정,경기도 평택시 서동대로 3879 (용이동),127.13785355254699,36.99428198933606
풀이음언어심리상담센터,010-9216-7662,,강원 속초시 엑스포로 133 3층,강원도 속초시 엑스포로 133 3층,정,강원특별자치도 속초시 엑스포로 133 (교동),128.58151490153747,38.1960150342117
오즈심리상담센터,0507-1329-5378,https://ozpcc.modoo.at/,강원 원주시 능라동길 27 SK타워 5층 501호,강원도 원주시 능라동길 27 SK타워 5층 501호,정,강원특별자치도 원주시 능라동길 27 (무실동),127.9280502872145,37.33330665712663
J심리상담센터,0507-1361-7002,https://booking.naver.com/booking/13/bizes/962433/items/5254567?area=bmp,강원 원주시 원일로115번길 5 홍제빌딩 송내과 5층,강원도 원주시 원일로115번길 5 홍제빌딩 송내과 5층,정,강원특별자치도 원주시 원일로115번길 5 (일산동),127.94800848742808,37.349569410318026
공감심리상담센터,031-919-5575,https://pf.kakao.com/_MZNRG,경기 고양시 일산서구 일산로 555 뉴타운상가 4층,경기도 고양시 일산서구 일산로 555 뉴타운상가 4층,정,경기도 고양시 일산서구 일산로 555 (일산동),126.76622283893488,37.67806641320494
비채 심리상담 센터,033-243-1527,https://blog.naver.com/hee320910,강원 춘천시 춘주로 60 2층 201호,강원도 춘천시 춘주로 60 2층 201호,정,강원특별자치도 춘천시 춘주로 60 (온의동),127.71681275445259,37.863542669967146
동탄드림심리상담센터,031-375-6755,https://www.instagram.com/dongtandreamcenter,경기 화성시 동탄역로 156 롯데캐슬오피스텔 B동 1111호,경기도 화성시 동탄역로 156 롯데캐슬오피스텔 B동 1111호,정,"경기도 화성시 동탄역로 156, B동 (오산동)",127.09704775495936,37.20096908703674
지우심리상담센터,0507-1421-1579,http://www.wisefriend.co.kr/,강원 원주시 서원대로 380 301호,강원도 원주시 서원대로 380 301호,정,강원특별자치도 원주시 서원대로 380 (단구동),127.94751476848356,37.33168252085236
느티나무 심리상담센터,031-889-8473,http://www.nttree.kr/,경기 용인시 수지구 현암로 82 대명제스트빌딩,경기도 용인시 수지구 현암로 82 대명제스트빌딩,정,경기도 용인시 수지구 현암로 82 (죽전동),127.1183992812393,37.33128277288523
초록발달심리상담센터,031-717-0075,http://www.green-child.co.kr/,경기 성남시 분당구 돌마로 47 이코로 샤르망 410호,경기도 성남시 분당구 돌마로 47 이코로 샤르망 410호,정,경기도 성남시 분당구 돌마로 47 (금곡동),127.1071882772599,37.350388191759016
강원진심리상담센터,033-745-3275,https://blog.naver.com/sweetykej,강원 원주시 황금로 23 204호,강원도 원주시 황금로 23 204호,정,강원특별자치도 원주시 황금로 23 (반곡동),127.98926845994208,37.32735803428366
브레인통합 심리상담센터 춘천점,033-243-4601,http://brain-totalhealth.co.kr/,강원 춘천시 동면 춘천로449번길 20-1 201호,강원도 춘천시 동면 춘천로449번길 20-1 201호,정,강원특별자치도 춘천시 춘천로449번길 20-1 (동면),127.75385215321243,37.89446816276861
춘천다온심리상담센터,0507-1489-5382,https://ccdaon.modoo.at,강원 춘천시 보안길 36 상가3동 2층 202호,강원도 춘천시 보안길 36 상가3동 2층 202호,정,강원특별자치도 춘천시 보안길 36 (후평동),127.75317635659627,37.877710938724654
WISE언어심리상담센터,0507-1419-7587,http://www.wisecenter.co.kr,경기 용인시 기흥구 흥덕2로87번길 18 A동 405호,경기도 용인시 기흥구 흥덕2로87번길 18 A동 405호,정,경기도 용인시 기흥구 흥덕2로87번길 18 (영덕동),127.07158949238232,37.27591226493302
허그맘허그인 심리상담센터 강원춘천센터,0507-1484-0040,,강원 춘천시 스무숲길 1 4층 허그맘 허그인,강원도 춘천시 스무숲길 1 4층 허그맘 허그인,정,강원특별자치도 춘천시 스무숲길 1 (석사동),127.74874655000309,37.85009411337567
노아심리상담센터,010-9469-9522,,강원 원주시 능라동길 51 6층 613호,강원도 원주시 능라동길 51 6층 613호,정,강원특별자치도 원주시 능라동길 51 (무실동),127.93015049147769,37.33483952100941
심리상담센터 아낌,033-263-1155,,강원 춘천시 소양강로 10 춘천지식산업센터 615호,강원도 춘천시 소양강로 10 춘천지식산업센터 615호,정,강원특별자치도 춘천시 소양강로 10 (후평동),127.74099611338553,37.8914343175529
심리상담센터 봄 그리고 마음,0507-1356-9722,https://blog.naver.com/mindfulmind_center,강원 춘천시 춘천로281번길 1 3층 심리상담센터 봄그리고마음,강원도 춘천시 춘천로281번길 1 3층 심리상담센터 봄그리고마음,정,강원특별자치도 춘천시 춘천로281번길 1 (후평동),127.74434555952949,37.880694991375684
온샘아동청소년심리상담센터,0507-1333-3077,https://blog.naver.com/5nsaem,경기 고양시 일산서구 주엽로 134 시대프라자 3층 307호,경기도 고양시 일산서구 주엽로 134 시대프라자 3층 307호,정,경기도 고양시 일산서구 주엽로 134 (주엽동),126.75810893198796,37.67070585407373
온마음심리상담센터,033-735-7942,https://onmaumcounsel.modoo.at,강원 원주시 봉황2길 17 해피플러스빌 4층 401호,강원도 원주시 봉황2길 17 해피플러스빌 4층 401호,정,강원특별자치도 원주시 봉황2길 17 (반곡동),127.9913143886125,37.33143401772975
허깅맘 심리상담센터,0507-1345-3871,http://cafe.naver.com/momilklove/,강원 강릉시 남부로17번길 28-1 205호,강원도 강릉시 남부로17번길 28-1 205호,정,강원특별자치도 강릉시 남부로17번길 28-1 (내곡동),128.88287689235963,37.74223111956029
심리상담센터 온새미마음공방,0507-1393-4105,https://onsaemimaum.modoo.at,강원 철원군 동송읍 금학로187번안길 15-17 2층 온새미마음공방,강원도 철원군 동송읍 금학로187번안길 15-17 2층 온새미마음공방,정,강원특별자치도 철원군 금학로187번안길 15-17 (동송읍),127.21812999401118,38.20482275805449
심리상담센터 이랑,,https://blog.naver.com/babyuniverse,강원 춘천시 동내면 외솔길19번길 61 102호,강원도 춘천시 동내면 외솔길19번길 61 102호,정,강원특별자치도 춘천시 외솔길19번길 61 (동내면),127.75652915048431,37.8579328987746
평내호평심리상담센터,031-591-0255,https://pyongnaehopyong.modoo.at,경기 남양주시 경춘로 1298 혜림빌딩 3층 314호,경기도 남양주시 경춘로 1298 혜림빌딩 3층 314호,정,경기도 남양주시 경춘로 1298 (평내동),127.23697360062772,37.64947630343198
마음샘 심리상담센터,033-256-1340,https://blog.naver.com/0218river,강원 춘천시 새롬공원길5번길 3 1층,강원도 춘천시 새롬공원길5번길 3 1층,정,강원특별자치도 춘천시 새롬공원길5번길 3 (석사동),127.74660174315166,37.852981284821944
김규나심리상담센터,0507-1382-0524,,강원 삼척시 새천년도로 507 2층,강원도 삼척시 새천년도로 507 2층,정,강원특별자치도 삼척시 새천년도로 507 (교동),129.17254115041771,37.4651730548433
동그라미심리상담센터,0507-1462-2858,https://blog.naver.com/ehdrmfkal2024,강원 춘천시 후석로228번길 5 1층,강원도 춘천시 후석로228번길 5 1층,정,강원특별자치도 춘천시 후석로228번길 5 (후평동),127.75327392941902,37.87192860301947
원주심리상담센터,033-762-7275,https://blog.naver.com/wjc7275,강원 원주시 단관길 102,강원도 원주시 단관길 102,정,강원특별자치도 원주시 단관길 102 (단구동),127.95783499691238,37.32070123367732
희망나무심리상담센터,0507-1308-8053,,강원 춘천시 후석로 247 후평프라자 3층,강원도 춘천시 후석로 247 후평프라자 3층,정,강원특별자치도 춘천시 후석로 247 (후평동),127.75235490555428,37.87357099145521
모래야놀자심리상담센터,,,강원 춘천시 만천로 51,강원도 춘천시 만천로 51,정,강원특별자치도 춘천시 만천로 51 (동면),127.76772632636072,37.8784631328552
심리상담센터 정원,0507-1407-5322,,강원 원주시 입춘로 45 C동 5층 510호,강원도 원주시 입춘로 45 C동 5층 510호,정,강원특별자치도 원주시 입춘로 45 (반곡동),127.97837955606488,37.327720750968986
마음숲심리상담센터,,,강원 춘천시 후만로 60,강원도 춘천시 후만로 60,정,강원특별자치도 춘천시 후만로 60 (후평동),127.75134692568402,37.875580562159826
허브심리상담센터,0507-1407-9203,https://naver.me/FS5sqRYw,강원 원주시 이화6길 84 2층,강원도 원주시 이화6길 84 2층,정,강원특별자치도 원주시 이화6길 84 (단계동),127.93070678034016,37.33932667999182
마음이음심리상담센터,0507-1456-7455,,강원 원주시 배울로 86 팰렉스골드 207호,강원도 원주시 배울로 86 팰렉스골드 207호,정,강원특별자치도 원주시 배울로 86 (반곡동),127.97823821394157,37.32462950870576
평화의 숲 통합심리상담센터,010-8674-3402,https://blog.naver.com/stmary9794,강원 원주시 평원초교길 32-1 201호,강원도 원주시 평원초교길 32-1 201호,정,강원특별자치도 원주시 평원초교길 32-1 (단계동),127.93268140899625,37.35042790783303
바울심리상담센터,0507-1340-7114,http://cafe.daum.net/paulpcc,강원 원주시 치악로 1803 남부시장 2층 바울심리상담센터,강원도 원주시 치악로 1803 남부시장 2층 바울심리상담센터,정,강원특별자치도 원주시 치악로 1803 (명륜동),127.95448026012083,37.343113527082146
이음과닿음심리상담센터,010-8673-0189,https://gnjoint.modoo.at,강원 강릉시 강릉대로 122 3층,강원도 강릉시 강릉대로 122 3층,정,강원특별자치도 강릉시 강릉대로 122 (교동),128.88439529839482,37.75588101537593
힐다임심리상담센터,010-2607-2312,http://cc.healdigm.co.kr/index.php?idx=c61c35d5d699ae/c61c35d69699b5/c61f28b2b4b7fc,강원 춘천시 퇴계농공로 16 2층 201호,강원도 춘천시 퇴계농공로 16 2층 201호,정,강원특별자치도 춘천시 퇴계농공로 16 (석사동),127.74434934943173,37.85188269932144
마음이심리상담센터,033-763-2255,http://maumecc.com/,강원 원주시 천매봉길 16-9,강원도 원주시 천매봉길 16-9,정,강원특별자치도 원주시 천매봉길 16-9 (단구동),127.94437849522882,37.32281563100677
마음챙김 심리상담센터,0507-1362-7954,,강원 화천군 사내면 하오재로 100-15 마음챙김심리상담센터,강원도 화천군 사내면 하오재로 100-15 마음챙김심리상담센터,정,강원특별자치도 화천군 하오재로 100-15 (사내면),127.47852537017148,38.08823292062401
바울심리상담센터횡성점,033-344-7114,,강원 횡성군 횡성읍 중앙로 14 3층,강원도 횡성군 횡성읍 중앙로 14 3층,정,강원특별자치도 횡성군 중앙로 14 (횡성읍),127.98442915549774,37.489112019910635
고센심리상담센터,0507-1356-6840,,강원 고성군 간성읍 쇠롱골길 5 1층,강원도 고성군 간성읍 쇠롱골길 5 1층,정,강원특별자치도 고성군 쇠롱골길 5 (간성읍),128.4646821781378,38.38135122561715
맘편한심리상담센터 원주점,0507-1370-1214,http://mindimagecare.co.kr/gnuboard4/,강원 원주시 솔우물2길 13-1 101호,강원도 원주시 솔우물2길 13-1 101호,정,강원특별자치도 원주시 솔우물2길 13-1 (무실동),127.92980537150345,37.32713794830443
서울심리상담센터,0507-1443-1154,,강원 원주시 한지공원길 25-21 서울심리상담센터 1층,강원도 원주시 한지공원길 25-21 서울심리상담센터 1층,정,강원특별자치도 원주시 한지공원길 25-21 (명륜동),127.942916587768,37.32865251051681
한마음심리상담센터,0507-1336-4483,https://blog.naver.com/chammokja,강원 원주시 남부시장길 2 해동A B동 상가 103호,강원도 원주시 남부시장길 2 해동A B동 상가 103호,정,"강원특별자치도 원주시 남부시장길 2, B동 (명륜동)",127.9544134003222,37.343923760566376
니하예술심리상담센터,010-9208-7884,https://blog.naver.com/sswan77,강원 정선군 정선읍 용담길 71 . 501호,강원도 정선군 정선읍 용담길 71 . 501호,정,강원특별자치도 정선군 용담길 71 (정선읍),128.64897488835751,37.37788679830359
횡성심리상담센터,0507-1302-4309,,강원 횡성군 횡성읍 어사매로 41,강원도 횡성군 횡성읍 어사매로 41,정,강원특별자치도 횡성군 어사매로 41 (횡성읍),127.99220016991202,37.489209964712416
봄뜨락 심리상담센터,010-7188-1549,https://xn--jk1bs3fkh60fh6ff0gwyaw2hhp8b.site,강원 춘천시 동내면 거두택지길 8 201호,강원도 춘천시 동내면 거두택지길 8 201호,정,강원특별자치도 춘천시 거두택지길 8 (동내면),127.75231320392119,37.85273654057308
아이마인드 심리상담센터,010-2645-1471,,강원 태백시 황지로 212-1 아이마인드심리상담센터,강원도 태백시 황지로 212-1 아이마인드심리상담센터,정,강원특별자치도 태백시 황지로 212-1 (황지동),128.98789397268345,37.17640494724046
아이비심리상담센터,0507-1323-1384,,강원 원주시 능라동길 42 3층 304호,강원도 원주시 능라동길 42 3층 304호,정,강원특별자치도 원주시 능라동길 42 (무실동),127.92922538185022,37.33383151008338
혁신 심리상담센터,,,강원 원주시 혁신로 19,강원도 원주시 혁신로 19,정,강원특별자치도 원주시 혁신로 19 (반곡동),127.97705168685414,37.32503859770724
숲아동발달클리닉,,,강원 원주시 서원대로 170 재영빌딩,강원도 원주시 서원대로 170 재영빌딩,정,강원특별자치도 원주시 서원대로 170 (단계동),127.93027763444444,37.3439198297587
원진심리상담센터,033-643-8911,,강원 강릉시 율곡로 2796 3층,강원도 강릉시 율곡로 2796 3층,정,강원특별자치도 강릉시 율곡로 2796 (성남동),128.90111208376572,37.75465860790339
심리상담센터 보다,0507-1316-3475,https://blog.naver.com/bodacommunity,강원 춘천시 칠전동2길 16-5 1층,강원도 춘천시 칠전동2길 16-5 1층,정,강원특별자치도 춘천시 칠전동2길 16-5 (칠전동),127.71467840650432,37.843543000226205
원주시청소년상담복지센터,033-744-1388,http://www.wonju1388.kr/,강원 원주시 서원대로 234 YMCA청소년수련장,강원도 원주시 서원대로 234 YMCA청소년수련장,정,강원특별자치도 원주시 서원대로 234 (단계동),127.93563690571511,37.34096075739041
춘천 최면심리상담센터,0507-1486-1311,https://soulguide.modoo.at/,강원 춘천시 효자로 104 2층 춘천 최면심리상담센터,강원도 춘천시 효자로 104 2층 춘천 최면심리상담센터,정,강원특별자치도 춘천시 효자로 104 (효자동),127.73369792692603,37.87187813399661
강릉율곡병원Wee센터,033-642-1137,http://ygwee.modoo.at,강원 강릉시 선수촌로 132 3층,강원도 강릉시 선수촌로 132 3층,정,강원특별자치도 강릉시 선수촌로 132 (유천동),128.87038359592017,37.76280983926011
강원특별자치도청소년상담복지센터,033-256-2000,http://www.gycc.org/,강원 춘천시 중앙로 14 2층,강원도 춘천시 중앙로 14 2층,정,강원특별자치도 춘천시 중앙로 14 (요선동),127.72880707782991,37.88360256957464
들꽃심리상담센터,0507-1406-3789,,강원 원주시 섭재길 82 2층,강원도 원주시 섭재길 82 2층,정,강원특별자치도 원주시 섭재길 82 (관설동),127.9852193915776,37.30345866736704
아동청소년발달센터 프롬아이,0507-1388-1179,https://blog.naver.com/fromi79,강원 원주시 늘품로 187-58 현대아카데미프라자 2층,강원도 원주시 늘품로 187-58 현대아카데미프라자 2층,정,강원특별자치도 원주시 늘품로 187-58 (단구동),127.96409220755179,37.33740887161837
브레인통합심리상담센터 원주점,033-742-7720,http://brain-totalhealth.co.kr,강원 원주시 봉바위길 13-1 202호,강원도 원주시 봉바위길 13-1 202호,정,강원특별자치도 원주시 봉바위길 13-1 (무실동),127.93223891268882,37.33244675234009
이소심리상담센터,0507-1346-6063,,강원 춘천시 소전길 33-1 2층,강원도 춘천시 소전길 33-1 2층,정,강원특별자치도 춘천시 소전길 33-1 (효자동),127.7335966373637,37.8714727959837
시야심리상담센터,010-9080-8318,,강원 원주시 고문골길 33-8,강원도 원주시 고문골길 33-8,정,강원특별자치도 원주시 고문골길 33-8 (행구동),128.00569934937454,37.34192632494016
세연아동발달연구소,033-765-0188,http://cafe.daum.net/sycenter/,강원 원주시 능라동길 75 2층 204호 휴먼시티,강원도 원주시 능라동길 75 2층 204호 휴먼시티,정,강원특별자치도 원주시 능라동길 75 (무실동),127.92993609641255,37.33285721479462
반갑다안녕 심리상담센터,0507-1453-4221,,강원 양양군 양양읍 남문로 19 2층,강원도 양양군 양양읍 남문로 19 2층,정,강원특별자치도 양양군 남문로 19 (양양읍),128.620202595024,38.073632854377735
김영아놀이치료센터,033-257-2313,https://blog.naver.com/lilip051,강원 춘천시 퇴계농공로 16 펠리즈프라자 2층 201호,강원도 춘천시 퇴계농공로 16 펠리즈프라자 2층 201호,정,강원특별자치도 춘천시 퇴계농공로 16 (석사동),127.74434934943173,37.85188269932144
나우심리상담센터,,,강원 철원군 동송읍 이평로131번길 1 금강산볼링장,강원도 철원군 동송읍 이평로131번길 1 금강산볼링장,정,강원특별자치도 철원군 이평로131번길 1 (동송읍),127.20994207589452,38.20728509464001
홍천군청소년상담복지센터,033-433-1386,http://www.hcyc1388.org/,강원 홍천군 홍천읍 산림공원2길 31,강원도 홍천군 홍천읍 산림공원2길 31,정,강원특별자치도 홍천군 산림공원2길 31 (홍천읍),127.89525200031838,37.68983984079353
한섬심리상담센터 부설 한국시니어정신건강센터,0507-1348-9026,,강원 동해시 감추6길 34-1 3층 서호,강원도 동해시 감추6길 34-1 3층 서호,정,강원특별자치도 동해시 감추6길 34-1 (천곡동),129.1215814160276,37.5189329186411
동해시시립노인심리상담센터,,,강원 동해시 감추7길 50,강원도 동해시 감추7길 50,정,강원특별자치도 동해시 감추7길 50 (천곡동),129.122785167429,37.51509322561146
시소 강릉시청소년성문화센터,033-655-1318,http://www.gnsay1318.or.kr/,강원 강릉시 종합운동장길 72-21 강릉시청소년수련관,강원도 강릉시 종합운동장길 72-21 강릉시청소년수련관,정,강원특별자치도 강릉시 종합운동장길 72-21 (교동),128.8937769782646,37.772044770999955
강원특별자치도학교밖청소년지원센터,0507-1345-9805,https://www.gwdream.or.kr/,강원 춘천시 중앙로 14 1층,강원도 춘천시 중앙로 14 1층,정,강원특별자치도 춘천시 중앙로 14 (요선동),127.72880707782991,37.88360256957464
권효정아동청소년발달연구소,033-735-0638,,강원 원주시 서원대로 121-1,강원도 원주시 서원대로 121-1,정,강원특별자치도 원주시 서원대로 121-1 (단계동),127.92688230966095,37.34687186744254
리쓴투다온상담소,033-631-2622,,강원 속초시 동해대로 4236 아남프라자 9층 902호,강원도 속초시 동해대로 4236 아남프라자 9층 902호,정,강원특별자치도 속초시 동해대로 4236 (교동),128.5777139417788,38.19727723014591
길심리상담센터,0507-1346-6063,,강원 춘천시 소전길 33-1 2층,강원도 춘천시 소전길 33-1 2층,정,강원특별자치도 춘천시 소전길 33-1 (효자동),127.7335966373637,37.8714727959837
나우리아동청소년상담센터,033-655-7533,https://nawoori.modoo.at/,강원 강릉시 강릉대로 537,강원도 강릉시 강릉대로 537,정,강원특별자치도 강릉시 강릉대로 537 (포남동),128.9182161514228,37.779846967090386
연세주니어상담센터,033-762-9964,https://blog.naver.com/soul_junior_,강원 원주시 능라동길 3,강원도 원주시 능라동길 3,정,강원특별자치도 원주시 능라동길 3 (무실동),127.92617862098211,37.33158423019905
원주Wee센터,033-760-5691,,강원 원주시 단구로 151 원주교육청,강원도 원주시 단구로 151 원주교육청,정,강원특별자치도 원주시 단구로 151 (명륜동),127.94631774727921,37.33832659986215
속초시청소년상담복지센터,033-638-1388,http://www.sokcho1388.org,강원 속초시 관광로 377,강원도 속초시 관광로 377,정,강원특별자치도 속초시 관광로 377 (노학동),128.53843417207352,38.19382778963815
새이웃심리상담센터,033-766-3525,https://blog.naver.com/kw731,강원 원주시 서원대로 500 원주프리미엄아울렛,강원도 원주시 서원대로 500 원주프리미엄아울렛,정,강원특별자치도 원주시 서원대로 500 (단구동),127.95777595319812,37.32517212391484
강원특별자치도청소년상담복지센터 봄내친구랑,033-243-8181,http://www.gycc.org/gycc2016/gycc/index.php,강원 춘천시 중앙로 14 강원특별자치도청소년상담복지센터 1층,강원도 춘천시 중앙로 14 강원특별자치도청소년상담복지센터 1층,정,강원특별자치도 춘천시 중앙로 14 (요선동),127.72880707782991,37.88360256957464
동산심리상담센터,0507-1315-0817,https://gracedongsan.modoo.at,강원 원주시 반곡길 77 301호,강원도 원주시 반곡길 77 301호,정,강원특별자치도 원주시 반곡길 77 (반곡동),127.9662526449215,37.33603299824159
춘천청소년비행예방센터,033-244-9890,,강원 춘천시 영서로2279번길 3,강원도 춘천시 영서로2279번길 3,정,강원특별자치도 춘천시 영서로2279번길 3 (온의동),127.72141459943701,37.864534521504375
맑은마음 아동발달센터,0507-1374-0656,https://blog.naver.com/jjeong606,강원 철원군 동송읍 이평2로 23,강원도 철원군 동송읍 이평2로 23,정,강원특별자치도 철원군 이평2로 23 (동송읍),127.22199199884774,38.20681634279477
마음나래,033-733-2469,,강원 원주시 우산공단길 23 상가 2층 201호,강원도 원주시 우산공단길 23 상가 2층 201호,정,강원특별자치도 원주시 우산공단길 23 (우산동),127.94105518049508,37.37261694054389
춘천시청년마음건강센터 청춘포레스트,,,강원 춘천시 퇴계로 95 3층,강원도 춘천시 퇴계로 95 3층,정,강원특별자치도 춘천시 퇴계로 95 (퇴계동),127.7310597233332,37.8622218787833
